SITE,ZONES,PROGRAMME,datetime,VALUE,COLOR,SENSIBILITE
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 07:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 07:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 08:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 08:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 09:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 09:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 10:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 10:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 11:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 11:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 12:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 12:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 13:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 13:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 14:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 14:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 15:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 15:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 16:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 16:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 17:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 17:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 18:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 18:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 19:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 19:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 19:30:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (11:00-13:30); Gymnastique artistique (15:30-18:00); Gymnastique artistique (20:00-22:30),2024-07-27 20:00:00,3,#FFA500,Assez élevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 07:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 07:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 08:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 08:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 09:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 09:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 10:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 10:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 11:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 11:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 12:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 12:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 13:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 13:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 14:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 14:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 15:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 15:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 16:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 16:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 17:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 17:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 18:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 18:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 19:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 19:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 19:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 20:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 20:30:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (09:30-13:20); Gymnastique artistique (14:50-16:30); Gymnastique artistique (18:00-19:40); Gymnastique artistique (21:10-22:50),2024-07-28 21:00:00,4,#FF4500,Elevée
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 07:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 07:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 08:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 08:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 09:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 09:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 10:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 10:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 11:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 11:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 12:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 12:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 13:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 13:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 14:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 14:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 15:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 15:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 16:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 16:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 17:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:30),2024-07-29 17:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 07:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 07:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 08:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 08:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 09:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 09:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 10:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 10:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 11:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 11:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 12:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 12:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 13:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 13:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 14:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 14:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 15:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 15:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 16:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 16:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 17:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 17:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:30),2024-07-30 18:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 07:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 07:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 08:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 08:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 09:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 09:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 10:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 10:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 11:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 11:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 12:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 12:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 13:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 13:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 14:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 14:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 15:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 15:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 16:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 16:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 17:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (17:30-20:15),2024-07-31 17:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 07:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 07:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 08:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 08:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 09:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 09:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 10:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 10:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 11:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 11:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 12:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 12:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 13:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 13:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 14:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 14:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 15:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 15:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 16:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 16:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 17:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 17:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (18:15-20:25),2024-08-01 18:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 07:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 07:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 08:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 08:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 09:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 09:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 10:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 10:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 11:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 11:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 12:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 12:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 13:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 13:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 14:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 14:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 15:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 15:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 16:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 16:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 17:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 17:30:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique trampoline (12:00-14:30); Gymnastique trampoline (18:00-20:30),2024-08-02 18:00:00,2,#FFFF00,Moyenne
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 07:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 07:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 08:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 08:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 09:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 09:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 10:00:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 10:30:00,0,#006400,Très faible
Arena Bercy,Bercy,Gymnastique artistique (15:30-18:00),2024-08-03 11:00:00,0,#006400,Très faible
