ID,DATE,ROUTE,centre_BUS
C01195,2024-07-08,Ligne 174,RIVES NORD
C01246,2024-07-08,Ligne 255,SAINT DENIS
C01100,2024-07-08,Ligne 64,PARIS EST
C02314,2024-07-08,Ligne 263,DEFENSE OUEST
C01231,2024-07-08,Ligne 217,CRETEIL-ST MAUR   
C01369,2024-07-08,Ligne 595,SEINE RIVE GAUCHE
C01194,2024-07-08,Ligne 173,FLANDRE
C01176,2024-07-08,Ligne 152,FLANDRE
C01402,2024-07-08,Ligne N61,PARIS SUD OUEST
C02205,2024-07-08,Ligne PC,BELLIARD
C01307,2024-07-08,Ligne 367,DEFENSE OUEST
C01076,2024-07-08,Ligne 26,BELLIARD
C01099,2024-07-08,Ligne 63,QUAIS DE SEINE
C01416,2024-07-08,Ligne N16,PARIS EST
C01282,2024-07-08,Ligne 319,MONTROUGE
C01270,2024-07-08,Ligne 297,MONTROUGE
C01283,2024-07-08,Ligne 320,BORDS DE MARNE
C01210,2024-07-08,Ligne 189,SEINE RIVE GAUCHE
C01323,2024-07-08,Ligne 421,BORDS DE MARNE
C01146,2024-07-08,Ligne 117,CRETEIL-ST MAUR   
C01209,2024-07-08,Ligne 188,MONTROUGE
C01124,2024-07-08,Ligne 93,DEFENSE OUEST
C01103,2024-07-08,Ligne 67,MONTROUGE
C01756,2024-07-08,Ligne 337,SAINT DENIS
C01154,2024-07-08,Ligne 125,VITRY
C01208,2024-07-08,Ligne 187,THIAIS
C01302,2024-07-08,Ligne 355,SAINT DENIS
C01220,2024-07-08,Ligne 203,BORDS DE MARNE
C01137,2024-07-08,Ligne 108,CRETEIL-ST MAUR   
C01131,2024-07-08,Ligne 102,PARIS EST
C01292,2024-07-08,Ligne 340,RIVES NORD
C01148,2024-07-08,Ligne 119,MONTROUGE
C01332,2024-07-08,Ligne BATIGNO,BELLIARD
C01073,2024-07-08,Ligne 21,MONTROUGE
C01193,2024-07-08,Ligne 172,VITRY
C01188,2024-07-08,Ligne 166,RIVES NORD
C01298,2024-07-08,Ligne 350,FLANDRE
C01190,2024-07-08,Ligne 169,PARIS SUD OUEST
C01345,2024-07-08,Ligne 559A,DEFENSE OUEST
C01084,2024-07-08,Ligne 39,PARIS SUD OUEST
C01404,2024-07-08,Ligne N32,CRETEIL-ST MAUR   
C01105,2024-07-08,Ligne 69,PARIS EST
C01405,2024-07-08,Ligne N45,PAVILLONS
C01250,2024-07-08,Ligne 262,DEFENSE OUEST
C01330,2024-07-08,Ligne BIEVRES,QUAIS DE SEINE
C01819,2024-07-08,Ligne 208S,CRETEIL-ST MAUR   
C01253,2024-07-08,Ligne 270,SAINT DENIS
C01303,2024-07-08,Ligne 356,SAINT DENIS
C02081,2024-07-08,Ligne 559C,DEFENSE OUEST
C01397,2024-07-08,Ligne N23,PARIS EST
C01365,2024-07-08,Ligne TUVIM,SEINE RIVE GAUCHE
C01262,2024-07-08,Ligne 285,THIAIS
C01145,2024-07-08,Ligne 116,BORDS DE MARNE
C01138,2024-07-08,Ligne 109,CRETEIL-ST MAUR   
C01238,2024-07-08,Ligne 239,SAINT DENIS
C01167,2024-07-08,Ligne 141,DEFENSE OUEST
C01242,2024-07-08,Ligne 250,SAINT DENIS
C01127,2024-07-08,Ligne 96,PARIS EST
C01327,2024-07-08,Ligne 488,THIAIS
C01352,2024-07-08,Ligne TIM,PARIS SUD OUEST
C01116,2024-07-08,Ligne 84,MONTROUGE
C01181,2024-07-08,Ligne 158,DEFENSE OUEST
C01213,2024-07-08,Ligne 192,THIAIS
C01141,2024-07-08,Ligne 112,CRETEIL-ST MAUR   
C02494,2024-07-08,Ligne BUSM14,ne pas prendre
C01106,2024-07-08,Ligne 70,PARIS SUD OUEST
C01185,2024-07-08,Ligne 163,DEFENSE OUEST
C01414,2024-07-08,Ligne N02,PARIS SUD OUEST
C01156,2024-07-08,Ligne 127,BORDS DE MARNE
C01351,2024-07-08,Ligne 566,DEFENSE OUEST
C01349,2024-07-08,Ligne 564,DEFENSE OUEST
C01224,2024-07-08,Ligne 210,BORDS DE MARNE
C01485,2024-07-08,Ligne 459,PARIS SUD OUEST
C01331,2024-07-08,Ligne TILLBUS,PARIS EST
C01081,2024-07-08,Ligne 31,AUBERVILLIERS
C01264,2024-07-08,Ligne 289,SEINE RIVE GAUCHE
C01308,2024-07-08,Ligne 368,SAINT DENIS
C01322,2024-07-08,Ligne 399,MONTROUGE
C01223,2024-07-08,Ligne 208A,CRETEIL-ST MAUR   
C01273,2024-07-08,Ligne 302,AUBERVILLIERS
C01413,2024-07-08,Ligne N01,PARIS EST
C01216,2024-07-08,Ligne 196,MONTROUGE
C01274,2024-07-08,Ligne 303,BORDS DE MARNE
C01199,2024-07-08,Ligne 178,RIVES NORD
C01175,2024-07-08,Ligne 151,FLANDRE
C01295,2024-07-08,Ligne 346,PAVILLONS
C01257,2024-07-08,Ligne 276,DEFENSE OUEST
C01333,2024-07-08,Ligne NEY-FLA,BELLIARD
C01180,2024-07-08,Ligne 157,DEFENSE OUEST
C01392,2024-07-08,Ligne N24,DEFENSE OUEST
C01151,2024-07-08,Ligne 122,PARIS EST
C01334,2024-07-08,Ligne 520,BORDS DE MARNE
C01310,2024-07-08,Ligne 372,CRETEIL-ST MAUR   
C01394,2024-07-08,Ligne N51,BELLIARD
C01398,2024-07-08,Ligne N34,BORDS DE MARNE
C01396,2024-07-08,Ligne N42,FLANDRE
C01288,2024-07-08,Ligne 325,VITRY
C02288,2024-07-08,Ligne 193,VITRY
C01160,2024-07-08,Ligne 132,VITRY
C01337,2024-07-08,Ligne AUDONIE,RIVES NORD
C01244,2024-07-08,Ligne 252,AUBERVILLIERS
C01086,2024-07-08,Ligne 43,BELLIARD
C01096,2024-07-08,Ligne 60,BELLIARD
C01300,2024-07-08,Ligne ROISSYBUS,AUBERVILLIERS
C01098,2024-07-08,Ligne 62,QUAIS DE SEINE
C01237,2024-07-08,Ligne 238,RIVES NORD
C02538,2024-07-08,Ligne 311,BORDS DE MARNE
C01321,2024-07-08,Ligne 396,THIAIS
C01243,2024-07-08,Ligne 251,PAVILLONS
C01089,2024-07-08,Ligne 48,PARIS EST
C01170,2024-07-08,Ligne 145,PAVILLONS
C01488,2024-07-08,Ligne 471,PARIS SUD OUEST
C01078,2024-07-08,Ligne 28,MONTROUGE
C01121,2024-07-08,Ligne 89,SEINE RIVE GAUCHE
C01207,2024-07-08,Ligne 186,VITRY
C01147,2024-07-09,Ligne 118,BORDS DE MARNE
C01212,2024-07-09,Ligne 191,SEINE RIVE GAUCHE
C01206,2024-07-09,Ligne 185,THIAIS
C01780,2024-07-09,Ligne THIAIS,ne pas prendre
C01089,2024-07-09,Ligne 48,PARIS EST
C01303,2024-07-09,Ligne 356,SAINT DENIS
C02000,2024-07-09,Ligne 259,DEFENSE OUEST
C01710,2024-07-09,Ligne 487,THIAIS
C01224,2024-07-09,Ligne 210,BORDS DE MARNE
C02007,2024-07-09,Ligne 168,SAINT DENIS
C01141,2024-07-09,Ligne 112,CRETEIL-ST MAUR   
C01074,2024-07-09,Ligne 22,PARIS SUD OUEST
C01106,2024-07-09,Ligne 70,PARIS SUD OUEST
C01304,2024-07-09,Ligne 360,DEFENSE OUEST
C02538,2024-07-09,Ligne 311,BORDS DE MARNE
C01182,2024-07-09,Ligne 159,DEFENSE OUEST
C01073,2024-07-09,Ligne 21,MONTROUGE
C01277,2024-07-09,Ligne 308,CRETEIL-ST MAUR   
C01104,2024-07-09,Ligne 68,SEINE RIVE GAUCHE
C01114,2024-07-09,Ligne 82,PARIS SUD OUEST
C01243,2024-07-09,Ligne 251,PAVILLONS
C01340,2024-07-09,Ligne AS,DEFENSE OUEST
C01187,2024-07-09,Ligne 165,DEFENSE OUEST
C01130,2024-07-09,Ligne 101,CRETEIL-ST MAUR   
C02288,2024-07-09,Ligne 193,VITRY
C01148,2024-07-09,Ligne 119,MONTROUGE
C01174,2024-07-09,Ligne 150,FLANDRE
C01321,2024-07-09,Ligne 396,THIAIS
C01808,2024-07-09,Ligne 254,SAINT DENIS
C01194,2024-07-09,Ligne 173,FLANDRE
C01105,2024-07-09,Ligne 69,PARIS EST
C01111,2024-07-09,Ligne 76,PARIS EST
C01090,2024-07-09,Ligne 52,PARIS SUD OUEST
C01235,2024-07-09,Ligne 235,RIVES NORD
C01160,2024-07-09,Ligne 132,VITRY
C01190,2024-07-09,Ligne 169,PARIS SUD OUEST
C01100,2024-07-09,Ligne 64,PARIS EST
C01177,2024-07-09,Ligne 153,SAINT DENIS
C01280,2024-07-09,Ligne 317,CRETEIL-ST MAUR   
C01079,2024-07-09,Ligne 29,PARIS EST
C01204,2024-07-09,Ligne 183,THIAIS
C01175,2024-07-09,Ligne 151,FLANDRE
C02254,2024-07-09,Ligne 40,BELLIARD
C01244,2024-07-09,Ligne 252,AUBERVILLIERS
C01080,2024-07-09,Ligne 30,PARIS SUD OUEST
C01408,2024-07-09,Ligne N63,SEINE RIVE GAUCHE
C01227,2024-07-09,Ligne 213,BORDS DE MARNE
C01323,2024-07-09,Ligne 421,BORDS DE MARNE
C01488,2024-07-09,Ligne 471,PARIS SUD OUEST
C01481,2024-07-09,Ligne 426,PARIS SUD OUEST
C01317,2024-07-09,Ligne 391,SEINE RIVE GAUCHE
C01341,2024-07-09,Ligne 545,PARIS EST
C01349,2024-07-09,Ligne 564,DEFENSE OUEST
C01362,2024-07-09,Ligne V5,QUAIS DE SEINE
C01116,2024-07-09,Ligne 84,MONTROUGE
C01199,2024-07-09,Ligne 178,RIVES NORD
C01359,2024-07-09,Ligne V3,VITRY
C01153,2024-07-09,Ligne 124,BORDS DE MARNE
C01342,2024-07-09,Ligne TUB,Pavillons
C01118,2024-07-09,Ligne 86,PARIS EST
C01273,2024-07-09,Ligne 302,AUBERVILLIERS
C01191,2024-07-09,Ligne 170,AUBERVILLIERS
C01294,2024-07-09,Ligne 341,BELLIARD
C01411,2024-07-09,Ligne N41,PAVILLONS
C01315,2024-07-09,Ligne 389,SEINE RIVE GAUCHE
C01171,2024-07-09,Ligne 146,PAVILLONS
C01229,2024-07-09,Ligne 215,PARIS EST
C01152,2024-07-09,Ligne 123,SEINE RIVE GAUCHE
C01144,2024-07-09,Ligne 115,PARIS EST
C01231,2024-07-09,Ligne 217,CRETEIL-ST MAUR   
C01415,2024-07-09,Ligne N11,DEFENSE OUEST
C01195,2024-07-09,Ligne 174,RIVES NORD
C01399,2024-07-09,Ligne N33,CRETEIL-ST MAUR   
C01352,2024-07-09,Ligne TIM,PARIS SUD OUEST
C01314,2024-07-09,Ligne 388,SEINE RIVE GAUCHE
C01092,2024-07-09,Ligne 54,AUBERVILLIERS
C01350,2024-07-09,Ligne 565,DEFENSE OUEST
C01299,2024-07-09,Ligne 351,PAVILLONS
C01337,2024-07-09,Ligne AUDONIE,RIVES NORD
C01300,2024-07-09,Ligne ROISSYBUS,AUBERVILLIERS
C01333,2024-07-09,Ligne NEY-FLA,BELLIARD
C01305,2024-07-09,Ligne 361,SAINT DENIS
C02008,2024-07-09,Ligne 353,SAINT DENIS
C01403,2024-07-09,Ligne N62,SEINE RIVE GAUCHE
C01327,2024-07-09,Ligne 488,THIAIS
C01213,2024-07-09,Ligne 192,THIAIS
C01406,2024-07-09,Ligne N43,AUBERVILLIERS
C01326,2024-07-09,Ligne 485,THIAIS
C01265,2024-07-09,Ligne 290,SEINE RIVE GAUCHE
C01285,2024-07-09,Ligne 321,BORDS DE MARNE
C01211,2024-07-09,Ligne 190,SEINE RIVE GAUCHE
C01087,2024-07-09,Ligne 46,PARIS EST
C01329,2024-07-09,Ligne CHARONNE,PARIS EST
C01241,2024-07-09,Ligne 249,FLANDRE
C01119,2024-07-09,Ligne 87,QUAIS DE SEINE
C01071,2024-07-09,Ligne TVM,THIAIS
C01220,2024-07-09,Ligne 203,BORDS DE MARNE
C01367,2024-07-09,Ligne V6,QUAIS DE SEINE
C01404,2024-07-09,Ligne N32,CRETEIL-ST MAUR   
C01356,2024-07-09,Ligne RIVER,RIVES NORD
C01189,2024-07-09,Ligne 167,DEFENSE OUEST
C01155,2024-07-09,Ligne 126,SEINE RIVE GAUCHE
C01072,2024-07-09,Ligne 20,PARIS EST
C02027,2024-07-09,Ligne 260,PARIS SUD OUEST
C01324,2024-07-09,Ligne 467,DEFENSE OUEST
C01167,2024-07-09,Ligne 141,DEFENSE OUEST
C01680,2024-07-09,Ligne 35,AUBERVILLIERS
C01258,2024-07-09,Ligne 278,DEFENSE OUEST
C01695,2024-07-09,Ligne 247,PAVILLONS
C01332,2024-07-09,Ligne BATIGNO,BELLIARD
C01393,2024-07-09,Ligne N52,RIVES NORD
C01126,2024-07-09,Ligne 95,AUBERVILLIERS
C01085,2024-07-09,Ligne 42,PARIS SUD OUEST
C01318,2024-07-09,Ligne 393,CRETEIL-ST MAUR   
C01145,2024-07-09,Ligne 116,BORDS DE MARNE
C02080,2024-07-09,Ligne 559B,DEFENSE OUEST
C01256,2024-07-09,Ligne 275,DEFENSE OUEST
C01192,2024-07-09,Ligne 171,PARIS SUD OUEST
C01217,2024-07-09,Ligne 197,MONTROUGE
C01200,2024-07-09,Ligne 179,SEINE RIVE GAUCHE
C01260,2024-07-09,Ligne 281,CRETEIL-ST MAUR   
C01263,2024-07-09,Ligne 286,THIAIS
C01161,2024-07-09,Ligne 133,FLANDRE
C01328,2024-07-09,Ligne 492,THIAIS
C01274,2024-07-09,Ligne 303,BORDS DE MARNE
C01127,2024-07-09,Ligne 96,PARIS EST
C01338,2024-07-09,Ligne EOLIEN,DEFENSE OUEST
C01335,2024-07-09,Ligne NAVETTE,PARIS EST
C01146,2024-07-09,Ligne 117,CRETEIL-ST MAUR   
C01821,2024-07-09,Ligne 486,THIAIS
C01268,2024-07-09,Ligne 294,SEINE RIVE GAUCHE
C01196,2024-07-09,Ligne 175,RIVES NORD
C01282,2024-07-09,Ligne 319,MONTROUGE
C01807,2024-07-09,Ligne N66,SEINE RIVE GAUCHE
C01157,2024-07-09,Ligne 128,MONTROUGE   
C01097,2024-07-09,Ligne 61,FLANDRE
C01132,2024-07-09,Ligne 103,CRETEIL-ST MAUR   
C01397,2024-07-09,Ligne N23,PARIS EST
C01214,2024-07-09,Ligne 194,SEINE RIVE GAUCHE
C01261,2024-07-09,Ligne ORLYBUS,QUAIS DE SEINE
C01396,2024-07-09,Ligne N42,FLANDRE
C01210,2024-07-09,Ligne 189,SEINE RIVE GAUCHE
C01219,2024-07-09,Ligne 201,CRETEIL-ST MAUR   
C01228,2024-07-09,Ligne 214,BORDS DE MARNE
C01287,2024-07-09,Ligne 323,SEINE RIVE GAUCHE
C01330,2024-07-09,Ligne BIEVRES,QUAIS DE SEINE
C01151,2024-07-09,Ligne 122,PARIS EST
C01422,2024-07-09,Ligne N153,QUAIS DE SEINE
C01237,2024-07-09,Ligne 238,RIVES NORD
C01252,2024-07-09,Ligne 269,SAINT DENIS
C01075,2024-07-09,Ligne 24,CRETEIL-ST MAUR   
C01248,2024-07-09,Ligne 258,DEFENSE OUEST
C01088,2024-07-09,Ligne 47,VITRY
C01239,2024-07-09,Ligne 241,DEFENSE OUEST
C01124,2024-07-09,Ligne 93,DEFENSE OUEST
C01076,2024-07-09,Ligne 26,BELLIARD
C01322,2024-07-09,Ligne 399,MONTROUGE
C01223,2024-07-09,Ligne 208A,CRETEIL-ST MAUR   
C01288,2024-07-09,Ligne 325,VITRY
C01414,2024-07-09,Ligne N02,PARIS SUD OUEST
C01255,2024-07-09,Ligne 274,RIVES NORD
C01392,2024-07-09,Ligne N24,DEFENSE OUEST
C02205,2024-07-09,Ligne PC,BELLIARD
C01413,2024-07-09,Ligne N01,PARIS EST
C01095,2024-07-09,Ligne 58,SEINE RIVE GAUCHE
C01353,2024-07-09,Ligne SUBB,PARIS SUD OUEST
C01138,2024-07-09,Ligne 109,CRETEIL-ST MAUR   
C01360,2024-07-09,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01363,2024-07-09,Ligne V7,THIAIS
C01142,2024-07-09,Ligne 113,BORDS DE MARNE
C01207,2024-07-09,Ligne 186,VITRY
C01186,2024-07-09,Ligne 164,DEFENSE OUEST
C01166,2024-07-09,Ligne 140,RIVES NORD
C01154,2024-07-09,Ligne 125,VITRY
C02437,2024-07-09,Ligne 209,BORDS DE MARNE
C01347,2024-07-09,Ligne V4,QUAIS DE SEINE
C01077,2024-07-09,Ligne 27,QUAIS DE SEINE
C01298,2024-07-09,Ligne 350,FLANDRE
C01208,2024-07-09,Ligne 187,THIAIS
C01485,2024-07-09,Ligne 459,PARIS SUD OUEST
C01331,2024-07-09,Ligne TILLBUS,PARIS EST
C01180,2024-07-09,Ligne 157,DEFENSE OUEST
C01234,2024-07-09,Ligne 234,PAVILLONS
C01402,2024-07-09,Ligne N61,PARIS SUD OUEST
C01169,2024-07-09,Ligne 144,DEFENSE OUEST
C01819,2024-07-09,Ligne 208S,CRETEIL-ST MAUR   
C01266,2024-07-09,Ligne 291,MONTROUGE
C01099,2024-07-09,Ligne 63,QUAIS DE SEINE
C01122,2024-07-09,Ligne 91,QUAIS DE SEINE
C01173,2024-07-09,Ligne 148,PAVILLONS
C01107,2024-07-09,Ligne 72,PARIS SUD OUEST
C01416,2024-07-09,Ligne N16,PARIS EST
C02246,2024-07-09,Ligne 71,PARIS EST
C01275,2024-07-09,Ligne 304,DEFENSE OUEST
C01082,2024-07-09,Ligne 32,BELLIARD
C01417,2024-07-09,Ligne N15,QUAIS DE SEINE
C01140,2024-07-09,Ligne 111,CRETEIL-ST MAUR   
C01093,2024-07-09,Ligne 56,PARIS EST
C01316,2024-07-09,Ligne 390,SEINE RIVE GAUCHE
C01242,2024-07-09,Ligne 250,SAINT DENIS
C01170,2024-07-09,Ligne 145,PAVILLONS
C01109,2024-07-09,Ligne 74,RIVES NORD
C01289,2024-07-09,Ligne 330,FLANDRE
C01419,2024-07-09,Ligne N13,SEINE RIVE GAUCHE
C01230,2024-07-09,Ligne 216,MONTROUGE
C01163,2024-07-09,Ligne 137,RIVES NORD
C01165,2024-07-09,Ligne 139,AUBERVILLIERS
C01276,2024-07-09,Ligne 306,CRETEIL-ST MAUR   
C01400,2024-07-09,Ligne N31,VITRY
C01094,2024-07-09,Ligne 57,QUAIS DE SEINE
C01818,2024-07-09,Ligne 208B,CRETEIL-ST MAUR   
C01149,2024-07-09,Ligne 120,BORDS DE MARNE
C01188,2024-07-09,Ligne 166,RIVES NORD
C01839,2024-07-09,Ligne PORT,RIVES NORD
C01302,2024-07-09,Ligne 355,SAINT DENIS
C01262,2024-07-09,Ligne 285,THIAIS
C01225,2024-07-09,Ligne 211,BORDS DE MARNE
C01320,2024-07-09,Ligne 395,MONTROUGE
C01158,2024-07-09,Ligne 129,PARIS EST
C01209,2024-07-09,Ligne 188,MONTROUGE
C01139,2024-07-09,Ligne 110,CRETEIL-ST MAUR   
C01395,2024-07-09,Ligne N44,SAINT DENIS
C02459,2024-07-09,Ligne 382,THIAIS
C01345,2024-07-09,Ligne 559A,DEFENSE OUEST
C01159,2024-07-09,Ligne 131,VITRY
C01081,2024-07-09,Ligne 31,AUBERVILLIERS
C01756,2024-07-09,Ligne 337,SAINT DENIS
C01412,2024-07-09,Ligne N35,CRETEIL-ST MAUR   
C01135,2024-07-09,Ligne 106,CRETEIL-ST MAUR   
C01311,2024-07-09,Ligne 378,DEFENSE OUEST
C01086,2024-07-09,Ligne 43,BELLIARD
C01096,2024-07-09,Ligne 60,BELLIARD
C01222,2024-07-09,Ligne 207,BORDS DE MARNE
C02245,2024-07-09,Ligne 59,MONTROUGE
C01121,2024-07-09,Ligne 89,SEINE RIVE GAUCHE
C01236,2024-07-09,Ligne 237,RIVES NORD
C01136,2024-07-09,Ligne 107,CRETEIL-ST MAUR   
C01286,2024-07-09,Ligne 322,PARIS EST
C01407,2024-07-09,Ligne N22,THIAIS
C01245,2024-07-09,Ligne 253,SAINT DENIS
C01215,2024-07-09,Ligne 195,SEINE RIVE GAUCHE
C01125,2024-07-09,Ligne 94,MONTROUGE
C01809,2024-07-09,Ligne 380,VITRY
C01205,2024-07-09,Ligne 184,VITRY
C01401,2024-07-09,Ligne N21,MONTROUGE
C01308,2024-07-09,Ligne 368,SAINT DENIS
C01310,2024-07-09,Ligne 372,CRETEIL-ST MAUR   
C01361,2024-07-09,Ligne V2,THIAIS
C01201,2024-07-09,Ligne 180,QUAIS DE SEINE
C01271,2024-07-09,Ligne 299,MONTROUGE 
C01421,2024-07-09,Ligne N122,QUAIS DE SEINE
C01247,2024-07-09,Ligne 256,SAINT DENIS
C01272,2024-07-09,Ligne 301,PARIS EST
C01250,2024-07-09,Ligne 262,DEFENSE OUEST
C01083,2024-07-09,Ligne 38,AUBERVILLIERS
C02244,2024-07-09,Ligne 45,AUBERVILLIERS
C01309,2024-07-09,Ligne 370,SAINT DENIS
C01253,2024-07-09,Ligne 270,SAINT DENIS
C01257,2024-07-09,Ligne 276,DEFENSE OUEST
C01216,2024-07-09,Ligne 196,MONTROUGE
C01418,2024-07-09,Ligne N14,MONTROUGE
C01133,2024-07-09,Ligne 104,CRETEIL-ST MAUR   
C01110,2024-07-09,Ligne 75,FLANDRE
C01249,2024-07-09,Ligne 261,SAINT DENIS
C01254,2024-07-09,Ligne 272,DEFENSE OUEST
C01202,2024-07-09,Ligne 181,CRETEIL-ST MAUR   
C01420,2024-07-09,Ligne N12,PARIS EST
C01137,2024-07-09,Ligne 108,CRETEIL-ST MAUR   
C01176,2024-07-09,Ligne 152,FLANDRE
C01240,2024-07-09,Ligne 244,DEFENSE OUEST
C01264,2024-07-09,Ligne 289,SEINE RIVE GAUCHE
C01185,2024-07-09,Ligne 163,DEFENSE OUEST
C01183,2024-07-09,Ligne 160,DEFENSE OUEST
C02314,2024-07-09,Ligne 263,DEFENSE OUEST
C01102,2024-07-09,Ligne 66,RIVES NORD
C01270,2024-07-09,Ligne 297,MONTROUGE
C01164,2024-07-09,Ligne 138,SAINT DENIS
C01123,2024-07-09,Ligne 92,MONTROUGE
C01120,2024-07-09,Ligne 88,MONTROUGE
C01409,2024-07-09,Ligne N53,DEFENSE OUEST
C01117,2024-07-09,Ligne 85,RIVES NORD
C01334,2024-07-09,Ligne 520,BORDS DE MARNE
C01172,2024-07-09,Ligne 147,PAVILLONS
C01365,2024-07-09,Ligne TUVIM,SEINE RIVE GAUCHE
C01203,2024-07-09,Ligne 182,VITRY
C01184,2024-07-09,Ligne 162,SEINE RIVE GAUCHE
C01232,2024-07-09,Ligne 220,BORDS DE MARNE
C02457,2024-07-09,Ligne LBLEUE,DEFENSE OUEST
C01150,2024-07-09,Ligne 121,PARIS EST
C01221,2024-07-09,Ligne 206,BORDS DE MARNE
C01112,2024-07-09,Ligne 80,BELLIARD
C02251,2024-07-09,Ligne 77,PARIS EST
C01405,2024-07-09,Ligne N45,PAVILLONS
C01143,2024-07-09,Ligne 114,BORDS DE MARNE
C01281,2024-07-09,Ligne 318,PARIS EST
C01238,2024-07-09,Ligne 239,SAINT DENIS
C01168,2024-07-09,Ligne 143,PAVILLONS
C01131,2024-07-09,Ligne 102,PARIS EST
C01292,2024-07-09,Ligne 340,RIVES NORD
C01233,2024-07-09,Ligne 221,BORDS DE MARNE
C01398,2024-07-09,Ligne N34,BORDS DE MARNE
C01696,2024-07-09,Ligne 248,FLANDRE
C01246,2024-07-09,Ligne 255,SAINT DENIS
C01156,2024-07-09,Ligne 127,BORDS DE MARNE
C01394,2024-07-09,Ligne N51,BELLIARD
C02081,2024-07-09,Ligne 559C,DEFENSE OUEST
C01115,2024-07-09,Ligne 83,QUAIS DE SEINE
C01226,2024-07-09,Ligne 212,BORDS DE MARNE
C01193,2024-07-09,Ligne 172,VITRY
C01098,2024-07-09,Ligne 62,QUAIS DE SEINE
C01319,2024-07-09,Ligne 394,SEINE RIVE GAUCHE
C01251,2024-07-09,Ligne 268,SAINT DENIS
C01197,2024-07-09,Ligne 176,DEFENSE OUEST
C01181,2024-07-09,Ligne 158,DEFENSE OUEST
C01103,2024-07-09,Ligne 67,MONTROUGE
C01354,2024-07-09,Ligne TUC,RIVES NORD
C01108,2024-07-09,Ligne 73,DEFENSE OUEST
C01295,2024-07-09,Ligne 346,PAVILLONS
C01279,2024-07-09,Ligne 312,BORDS DE MARNE
C01278,2024-07-09,Ligne 310,BORDS DE MARNE
C01198,2024-07-09,Ligne 177,RIVES NORD
C01084,2024-07-09,Ligne 39,PARIS SUD OUEST
C01307,2024-07-09,Ligne 367,DEFENSE OUEST
C02494,2024-07-09,Ligne BUSM14,ne pas prendre
C01351,2024-07-09,Ligne 566,DEFENSE OUEST
C01078,2024-07-09,Ligne 28,MONTROUGE
C01218,2024-07-09,Ligne 199,MONTROUGE
C01313,2024-07-09,Ligne 385,THIAIS
C01267,2024-07-09,Ligne 292,THIAIS
C02082,2024-07-09,Ligne 559D,DEFENSE OUEST
C01134,2024-07-09,Ligne 105,PAVILLONS
C01283,2024-07-09,Ligne 320,BORDS DE MARNE
C01369,2024-07-09,Ligne 595,SEINE RIVE GAUCHE
C01410,2024-07-09,Ligne N71,THIAIS
C02243,2024-07-09,Ligne 25,CRETEIL-ST MAUR   
C01149,2024-07-10,Ligne 120,BORDS DE MARNE
C01324,2024-07-10,Ligne 467,DEFENSE OUEST
C01410,2024-07-10,Ligne N71,THIAIS
C01080,2024-07-10,Ligne 30,PARIS SUD OUEST
C01414,2024-07-10,Ligne N02,PARIS SUD OUEST
C01168,2024-07-10,Ligne 143,PAVILLONS
C01221,2024-07-10,Ligne 206,BORDS DE MARNE
C01273,2024-07-10,Ligne 302,AUBERVILLIERS
C01401,2024-07-10,Ligne N21,MONTROUGE
C01404,2024-07-10,Ligne N32,CRETEIL-ST MAUR   
C01098,2024-07-10,Ligne 62,QUAIS DE SEINE
C01081,2024-07-10,Ligne 31,AUBERVILLIERS
C01205,2024-07-10,Ligne 184,VITRY
C01139,2024-07-10,Ligne 110,CRETEIL-ST MAUR   
C01808,2024-07-10,Ligne 254,SAINT DENIS
C02288,2024-07-10,Ligne 193,VITRY
C01292,2024-07-10,Ligne 340,RIVES NORD
C01328,2024-07-10,Ligne 492,THIAIS
C01411,2024-07-10,Ligne N41,PAVILLONS
C01422,2024-07-10,Ligne N153,QUAIS DE SEINE
C01163,2024-07-10,Ligne 137,RIVES NORD
C01135,2024-07-10,Ligne 106,CRETEIL-ST MAUR   
C01352,2024-07-10,Ligne TIM,PARIS SUD OUEST
C01354,2024-07-10,Ligne TUC,RIVES NORD
C01295,2024-07-10,Ligne 346,PAVILLONS
C01392,2024-07-10,Ligne N24,DEFENSE OUEST
C01309,2024-07-10,Ligne 370,SAINT DENIS
C01147,2024-07-10,Ligne 118,BORDS DE MARNE
C01092,2024-07-10,Ligne 54,AUBERVILLIERS
C01248,2024-07-10,Ligne 258,DEFENSE OUEST
C01247,2024-07-10,Ligne 256,SAINT DENIS
C01125,2024-07-10,Ligne 94,MONTROUGE
C01199,2024-07-10,Ligne 178,RIVES NORD
C01283,2024-07-10,Ligne 320,BORDS DE MARNE
C01839,2024-07-10,Ligne PORT,RIVES NORD
C01141,2024-07-10,Ligne 112,CRETEIL-ST MAUR   
C01187,2024-07-10,Ligne 165,DEFENSE OUEST
C01211,2024-07-10,Ligne 190,SEINE RIVE GAUCHE
C01153,2024-07-10,Ligne 124,BORDS DE MARNE
C01214,2024-07-10,Ligne 194,SEINE RIVE GAUCHE
C01172,2024-07-10,Ligne 147,PAVILLONS
C01184,2024-07-10,Ligne 162,SEINE RIVE GAUCHE
C01264,2024-07-10,Ligne 289,SEINE RIVE GAUCHE
C01403,2024-07-10,Ligne N62,SEINE RIVE GAUCHE
C01282,2024-07-10,Ligne 319,MONTROUGE
C01196,2024-07-10,Ligne 175,RIVES NORD
