type_attachement,LIGNE,key,TIME
Parking,06,0,21:30:00
Parking,06,0,22:00:00
Parking,06,0,22:30:00
Parking,06,0,23:00:00
Parking,06,0,23:30:00
Parking,06,0,00:00:00
Parking,06,0,00:30:00
Parking,06,0,01:00:00
Parking,06,0,06:00:00
Parking,06,0,06:30:00
Parking,06,0,01:30:00
Parking,06,0,02:00:00
Parking,06,0,02:30:00
Parking,06,0,03:00:00
Parking,06,0,03:30:00
Parking,06,0,04:00:00
Parking,06,0,04:30:00
Parking,06,0,05:00:00
Parking,06,0,05:30:00
Parking,06,0,23:59:00
Encadrement,A,0,07:00:00
Encadrement,A,0,07:30:00
Encadrement,A,0,08:00:00
Encadrement,A,0,08:30:00
Encadrement,A,0,09:00:00
Encadrement,A,0,09:30:00
Encadrement,A,0,10:00:00
Encadrement,A,0,10:30:00
Encadrement,A,0,11:00:00
Encadrement,A,0,11:30:00
Encadrement,A,0,12:00:00
Encadrement,A,0,12:30:00
Encadrement,A,0,13:00:00
Encadrement,A,0,13:30:00
Encadrement,A,0,14:00:00
Encadrement,A,0,14:30:00
Encadrement,A,0,15:00:00
Encadrement,A,0,15:30:00
Encadrement,A,0,16:00:00
Encadrement,A,0,16:30:00
Encadrement,A,0,17:00:00
Encadrement,A,0,17:30:00
Encadrement,A,0,18:00:00
Encadrement,A,0,18:30:00
Encadrement,A,0,19:00:00
Encadrement,A,0,19:30:00
Encadrement,A,0,20:00:00
Encadrement,A,0,20:30:00
Encadrement,A,0,21:00:00
Encadrement,A,0,21:30:00
Encadrement,A,0,22:00:00
Encadrement,A,0,22:30:00
Encadrement,A,0,23:00:00
Encadrement,A,0,23:30:00
Encadrement,A,0,00:00:00
Encadrement,A,0,00:30:00
Encadrement,A,0,01:00:00
Encadrement,A,0,06:00:00
Encadrement,A,0,06:30:00
Encadrement,A,0,01:30:00
Encadrement,A,0,02:00:00
Encadrement,A,0,02:30:00
Encadrement,A,0,03:00:00
Encadrement,A,0,03:30:00
Encadrement,A,0,04:00:00
Encadrement,A,0,04:30:00
Encadrement,A,0,05:00:00
Encadrement,A,0,05:30:00
Encadrement,A,0,23:59:00
Agent,A,0,07:00:00
Agent,A,0,07:30:00
Agent,A,0,08:00:00
Agent,A,0,08:30:00
Agent,A,0,09:00:00
Agent,A,0,09:30:00
Agent,A,0,10:00:00
Agent,A,0,10:30:00
Agent,A,0,11:00:00
Agent,A,0,11:30:00
Agent,A,0,12:00:00
Agent,A,0,12:30:00
Agent,A,0,13:00:00
Agent,A,0,13:30:00
Agent,A,0,14:00:00
Agent,A,0,14:30:00
Agent,A,0,15:00:00
Agent,A,0,15:30:00
Agent,A,0,16:00:00
Agent,A,0,16:30:00
Agent,A,0,17:00:00
Agent,A,0,17:30:00
Agent,A,0,18:00:00
Agent,A,0,18:30:00
Agent,A,0,19:00:00
Agent,A,0,19:30:00
Agent,A,0,20:00:00
Agent,A,0,20:30:00
Agent,A,0,21:00:00
Agent,A,0,21:30:00
Agent,A,0,22:00:00
Agent,A,0,22:30:00
Agent,A,0,23:00:00
Agent,A,0,23:30:00
Agent,A,0,00:00:00
Agent,A,0,00:30:00
Agent,A,0,01:00:00
Agent,A,0,06:00:00
Agent,A,0,06:30:00
Agent,A,0,01:30:00
Agent,A,0,02:00:00
Agent,A,0,02:30:00
Agent,A,0,03:00:00
Agent,A,0,03:30:00
Agent,A,0,04:00:00
Agent,A,0,04:30:00
Agent,A,0,05:00:00
Agent,A,0,05:30:00
Agent,A,0,23:59:00
Parking,A,0,07:00:00
Parking,A,0,07:30:00
Parking,A,0,08:00:00
Parking,A,0,08:30:00
Parking,A,0,09:00:00
Parking,A,0,09:30:00
Parking,A,0,10:00:00
Parking,A,0,10:30:00
Parking,A,0,11:00:00
Parking,A,0,11:30:00
Parking,A,0,12:00:00
Parking,A,0,12:30:00
Parking,A,0,13:00:00
Parking,A,0,13:30:00
Parking,A,0,14:00:00
Parking,A,0,14:30:00
Parking,A,0,15:00:00
Parking,A,0,15:30:00
Parking,A,0,16:00:00
Parking,A,0,16:30:00
Parking,A,0,17:00:00
Parking,A,0,17:30:00
Parking,A,0,18:00:00
Parking,A,0,18:30:00
Parking,A,0,19:00:00
Parking,A,0,19:30:00
Parking,A,0,20:00:00
Parking,A,0,20:30:00
Parking,A,0,21:00:00
Parking,A,0,21:30:00
Parking,A,0,22:00:00
Parking,A,0,22:30:00
Parking,A,0,23:00:00
Parking,A,0,23:30:00
Parking,A,0,00:00:00
Parking,A,0,00:30:00
Parking,A,0,01:00:00
Parking,A,0,06:00:00
Parking,A,0,06:30:00
Parking,A,0,01:30:00
Parking,A,0,02:00:00
Parking,A,0,02:30:00
Parking,A,0,03:00:00
Parking,A,0,03:30:00
Parking,A,0,04:00:00
Parking,A,0,04:30:00
Parking,A,0,05:00:00
Parking,A,0,05:30:00
Parking,A,0,23:59:00
Logistique,A,0,07:00:00
Logistique,A,0,07:30:00
Logistique,A,0,08:00:00
Logistique,A,0,08:30:00
Logistique,A,0,09:00:00
Logistique,A,0,09:30:00
Logistique,A,0,10:00:00
Logistique,A,0,10:30:00
Logistique,A,0,11:00:00
Logistique,A,0,11:30:00
Logistique,A,0,12:00:00
Logistique,A,0,12:30:00
Logistique,A,0,13:00:00
Logistique,A,0,13:30:00
Logistique,A,0,14:00:00
Logistique,A,0,14:30:00
Logistique,A,0,15:00:00
Logistique,A,0,15:30:00
Logistique,A,0,16:00:00
Logistique,A,0,16:30:00
Logistique,A,0,17:00:00
Logistique,A,0,17:30:00
Logistique,A,0,18:00:00
Logistique,A,0,18:30:00
Logistique,A,0,19:00:00
Logistique,A,0,19:30:00
Logistique,A,0,20:00:00
Logistique,A,0,20:30:00
Logistique,A,0,21:00:00
Logistique,A,0,21:30:00
Logistique,A,0,22:00:00
Logistique,A,0,22:30:00
Logistique,A,0,23:00:00
Logistique,A,0,23:30:00
Logistique,A,0,00:00:00
Logistique,A,0,00:30:00
Logistique,A,0,01:00:00
Logistique,A,0,06:00:00
Logistique,A,0,06:30:00
Logistique,A,0,01:30:00
Logistique,A,0,02:00:00
Logistique,A,0,02:30:00
Logistique,A,0,03:00:00
Logistique,A,0,03:30:00
Logistique,A,0,04:00:00
Logistique,A,0,04:30:00
Logistique,A,0,05:00:00
Logistique,A,0,05:30:00
Logistique,A,0,23:59:00
Encadrement,B,0,07:00:00
Encadrement,B,0,07:30:00
Encadrement,B,0,08:00:00
Encadrement,B,0,08:30:00
Encadrement,B,0,09:00:00
Encadrement,B,0,09:30:00
Encadrement,B,0,10:00:00
Encadrement,B,0,10:30:00
Encadrement,B,0,11:00:00
Encadrement,B,0,11:30:00
Encadrement,B,0,12:00:00
Encadrement,B,0,12:30:00
Encadrement,B,0,13:00:00
Encadrement,B,0,13:30:00
Encadrement,B,0,14:00:00
Encadrement,B,0,14:30:00
Encadrement,B,0,15:00:00
Encadrement,B,0,15:30:00
Encadrement,B,0,16:00:00
Encadrement,B,0,16:30:00
Encadrement,B,0,17:00:00
Encadrement,B,0,17:30:00
Encadrement,B,0,18:00:00
Encadrement,B,0,18:30:00
Encadrement,B,0,19:00:00
Encadrement,B,0,19:30:00
Encadrement,B,0,20:00:00
Encadrement,B,0,20:30:00
Encadrement,B,0,21:00:00
Encadrement,B,0,21:30:00
Encadrement,B,0,22:00:00
Encadrement,B,0,22:30:00
Encadrement,B,0,23:00:00
Encadrement,B,0,23:30:00
Encadrement,B,0,00:00:00
Encadrement,B,0,00:30:00
Encadrement,B,0,01:00:00
Encadrement,B,0,06:00:00
Encadrement,B,0,06:30:00
Encadrement,B,0,01:30:00
Encadrement,B,0,02:00:00
Encadrement,B,0,02:30:00
Encadrement,B,0,03:00:00
Encadrement,B,0,03:30:00
Encadrement,B,0,04:00:00
Encadrement,B,0,04:30:00
Encadrement,B,0,05:00:00
Encadrement,B,0,05:30:00
Encadrement,B,0,23:59:00
Agent,B,0,07:00:00
Agent,B,0,07:30:00
Agent,B,0,08:00:00
Agent,B,0,08:30:00
Agent,B,0,09:00:00
Agent,B,0,09:30:00
Agent,B,0,10:00:00
Agent,B,0,10:30:00
Agent,B,0,11:00:00
Agent,B,0,11:30:00
Agent,B,0,12:00:00
Agent,B,0,12:30:00
Agent,B,0,13:00:00
Agent,B,0,13:30:00
Agent,B,0,14:00:00
Agent,B,0,14:30:00
Agent,B,0,15:00:00
Agent,B,0,15:30:00
Agent,B,0,16:00:00
Agent,B,0,16:30:00
Agent,B,0,17:00:00
Agent,B,0,17:30:00
Agent,B,0,18:00:00
Agent,B,0,18:30:00
Agent,B,0,19:00:00
Agent,B,0,19:30:00
Agent,B,0,20:00:00
Agent,B,0,20:30:00
Agent,B,0,21:00:00
Agent,B,0,21:30:00
Agent,B,0,22:00:00
Agent,B,0,22:30:00
Agent,B,0,23:00:00
Agent,B,0,23:30:00
Agent,B,0,00:00:00
Agent,B,0,00:30:00
Agent,B,0,01:00:00
Agent,B,0,06:00:00
Agent,B,0,06:30:00
Agent,B,0,01:30:00
Agent,B,0,02:00:00
Agent,B,0,02:30:00
Agent,B,0,03:00:00
Agent,B,0,03:30:00
Agent,B,0,04:00:00
Agent,B,0,04:30:00
Agent,B,0,05:00:00
Agent,B,0,05:30:00
Agent,B,0,23:59:00
Parking,B,0,07:00:00
Parking,B,0,07:30:00
Parking,B,0,08:00:00
Parking,B,0,08:30:00
Parking,B,0,09:00:00
Parking,B,0,09:30:00
Parking,B,0,10:00:00
Parking,B,0,10:30:00
Parking,B,0,11:00:00
Parking,B,0,11:30:00
Parking,B,0,12:00:00
Parking,B,0,12:30:00
Parking,B,0,13:00:00
Parking,B,0,13:30:00
Parking,B,0,14:00:00
Parking,B,0,14:30:00
Parking,B,0,15:00:00
Parking,B,0,15:30:00
Parking,B,0,16:00:00
Parking,B,0,16:30:00
Parking,B,0,17:00:00
Parking,B,0,17:30:00
Parking,B,0,18:00:00
Parking,B,0,18:30:00
Parking,B,0,19:00:00
Parking,B,0,19:30:00
Parking,B,0,20:00:00
Parking,B,0,20:30:00
Parking,B,0,21:00:00
Parking,B,0,21:30:00
Parking,B,0,22:00:00
Parking,B,0,22:30:00
Parking,B,0,23:00:00
Parking,B,0,23:30:00
Parking,B,0,00:00:00
Parking,B,0,00:30:00
Parking,B,0,01:00:00
Parking,B,0,06:00:00
Parking,B,0,06:30:00
Parking,B,0,01:30:00
Parking,B,0,02:00:00
Parking,B,0,02:30:00
Parking,B,0,03:00:00
Parking,B,0,03:30:00
Parking,B,0,04:00:00
Parking,B,0,04:30:00
Parking,B,0,05:00:00
Parking,B,0,05:30:00
Parking,B,0,23:59:00
Logistique,B,0,07:00:00
Logistique,B,0,07:30:00
Logistique,B,0,08:00:00
Logistique,B,0,08:30:00
Logistique,B,0,09:00:00
Logistique,B,0,09:30:00
Logistique,B,0,10:00:00
Logistique,B,0,10:30:00
Logistique,B,0,11:00:00
Logistique,B,0,11:30:00
Logistique,B,0,12:00:00
Logistique,B,0,12:30:00
Logistique,B,0,13:00:00
Logistique,B,0,13:30:00
Logistique,B,0,14:00:00
Logistique,B,0,14:30:00
Logistique,B,0,15:00:00
Logistique,B,0,15:30:00
Logistique,B,0,16:00:00
Logistique,B,0,16:30:00
Logistique,B,0,17:00:00
Logistique,B,0,17:30:00
Logistique,B,0,18:00:00
Logistique,B,0,18:30:00
Logistique,B,0,19:00:00
Logistique,B,0,19:30:00
Logistique,B,0,20:00:00
Logistique,B,0,20:30:00
Logistique,B,0,21:00:00
Logistique,B,0,21:30:00
Logistique,B,0,22:00:00
Logistique,B,0,22:30:00
Logistique,B,0,23:00:00
Logistique,B,0,23:30:00
Logistique,B,0,00:00:00
Logistique,B,0,00:30:00
Logistique,B,0,01:00:00
Logistique,B,0,06:00:00
Logistique,B,0,06:30:00
Logistique,B,0,01:30:00
Logistique,B,0,02:00:00
Logistique,B,0,02:30:00
Logistique,B,0,03:00:00
Logistique,B,0,03:30:00
Logistique,B,0,04:00:00
Logistique,B,0,04:30:00
Logistique,B,0,05:00:00
Logistique,B,0,05:30:00
Logistique,B,0,23:59:00
Encadrement,01,0,07:00:00
Encadrement,01,0,07:30:00
Encadrement,01,0,08:00:00
Encadrement,01,0,08:30:00
Encadrement,01,0,09:00:00
Encadrement,01,0,09:30:00
Encadrement,01,0,10:00:00
Encadrement,01,0,10:30:00
Encadrement,01,0,11:00:00
Encadrement,01,0,11:30:00
Encadrement,01,0,12:00:00
Encadrement,01,0,12:30:00
Encadrement,01,0,13:00:00
Encadrement,01,0,13:30:00
Encadrement,01,0,14:00:00
Encadrement,01,0,14:30:00
Encadrement,01,0,15:00:00
Encadrement,01,0,15:30:00
Encadrement,01,0,16:00:00
Encadrement,01,0,16:30:00
Encadrement,01,0,17:00:00
Encadrement,01,0,17:30:00
Encadrement,01,0,18:00:00
Encadrement,01,0,18:30:00
Encadrement,01,0,19:00:00
Encadrement,01,0,19:30:00
Encadrement,01,0,20:00:00
Encadrement,01,0,20:30:00
Encadrement,01,0,21:00:00
Encadrement,01,0,21:30:00
Encadrement,01,0,22:00:00
Encadrement,01,0,22:30:00
Encadrement,01,0,23:00:00
Encadrement,01,0,23:30:00
Encadrement,01,0,00:00:00
Encadrement,01,0,00:30:00
Encadrement,01,0,01:00:00
Encadrement,01,0,06:00:00
Encadrement,01,0,06:30:00
Encadrement,01,0,01:30:00
Encadrement,01,0,02:00:00
Encadrement,01,0,02:30:00
Encadrement,01,0,03:00:00
Encadrement,01,0,03:30:00
Encadrement,01,0,04:00:00
Encadrement,01,0,04:30:00
Encadrement,01,0,05:00:00
Encadrement,01,0,05:30:00
Encadrement,01,0,23:59:00
Agent,01,0,07:00:00
Agent,01,0,07:30:00
Agent,01,0,08:00:00
Agent,01,0,08:30:00
Agent,01,0,09:00:00
Agent,01,0,09:30:00
Agent,01,0,10:00:00
Agent,01,0,10:30:00
Agent,01,0,11:00:00
Agent,01,0,11:30:00
Agent,01,0,12:00:00
Agent,01,0,12:30:00
Agent,01,0,13:00:00
Agent,01,0,13:30:00
Agent,01,0,14:00:00
Agent,01,0,14:30:00
Agent,01,0,15:00:00
Agent,01,0,15:30:00
Agent,01,0,16:00:00
Agent,01,0,16:30:00
Agent,01,0,17:00:00
Agent,01,0,17:30:00
Agent,01,0,18:00:00
Agent,01,0,18:30:00
Agent,01,0,19:00:00
Agent,01,0,19:30:00
Agent,01,0,20:00:00
Agent,01,0,20:30:00
Agent,01,0,21:00:00
Agent,01,0,21:30:00
Agent,01,0,22:00:00
Agent,01,0,22:30:00
Agent,01,0,23:00:00
Agent,01,0,23:30:00
Agent,01,0,00:00:00
Agent,01,0,00:30:00
Agent,01,0,01:00:00
Agent,01,0,06:00:00
Agent,01,0,06:30:00
Agent,01,0,01:30:00
Agent,01,0,02:00:00
Agent,01,0,02:30:00
Agent,01,0,03:00:00
Agent,01,0,03:30:00
Agent,01,0,04:00:00
Agent,01,0,04:30:00
Agent,01,0,05:00:00
Agent,01,0,05:30:00
Agent,01,0,23:59:00
Logistique,01,0,07:00:00
Logistique,01,0,07:30:00
Logistique,01,0,08:00:00
Logistique,01,0,08:30:00
Logistique,01,0,09:00:00
Logistique,01,0,09:30:00
